date,Mkt-RF,SMB,HML,RMW,CMA
2011-11-17,-1.65,0.22,0.15,0.28,0.40
2011-11-18,-0.08,0.08,0.89,0.00,0.59
2011-11-21,-1.86,-0.53,-0.04,0.10,-0.05
2011-11-22,-0.42,-0.35,-0.55,0.19,-0.25
2011-11-23,-2.27,-0.70,-0.28,0.66,0.15
2011-11-25,-0.34,-0.99,0.50,-0.22,0.37
2011-11-28,3.11,1.52,-0.62,-0.63,-0.55
2011-11-29,0.18,-0.53,0.11,0.35,0.34
2011-11-30,4.44,1.13,1.13,-1.19,-0.03
2011-12-01,-0.22,-0.53,-0.65,0.33,-0.20
2011-12-02,0.05,0.55,0.63,-0.39,0.28
2011-12-05,1.10,0.30,0.25,-0.67,-0.43
2011-12-06,0.05,-0.07,0.05,0.07,0.22
2011-12-07,0.16,-0.22,0.75,0.04,0.42
2011-12-08,-2.23,-0.78,-1.02,0.97,0.00
2011-12-09,1.83,1.32,0.14,-0.33,-0.22
2011-12-12,-1.48,0.05,-0.48,0.66,0.25
2011-12-13,-1.05,-0.99,0.08,0.27,0.12
2011-12-14,-1.21,-0.28,0.91,-0.09,0.73
2011-12-15,0.40,0.67,0.14,0.30,0.57
2011-12-16,0.46,0.28,-0.05,0.11,-0.13
2011-12-19,-1.30,-0.47,-0.72,0.77,-0.09
2011-12-20,3.10,0.80,0.34,-0.78,-0.14
2011-12-21,0.20,0.04,1.27,-0.20,0.94
2011-12-22,0.83,-0.18,0.63,-0.81,-0.03
2011-12-23,0.84,-0.56,-0.12,0.30,-0.01
2011-12-27,0.04,0.47,-0.55,0.42,-0.24
2011-12-28,-1.34,-0.70,-0.07,0.23,0.26
2011-12-29,1.10,0.24,0.29,-0.19,0.09
2011-12-30,-0.41,-0.08,-0.20,-0.03,0.03
2012-01-03,1.50,-0.12,0.90,-0.74,-0.19
2012-01-04,0.00,-0.61,0.01,0.33,-0.04
2012-01-05,0.39,0.19,0.18,-0.40,0.04
2012-01-06,-0.19,-0.03,-0.30,0.00,-0.07
2012-01-09,0.28,0.26,-0.07,-0.23,0.24
2012-01-10,0.97,0.36,0.39,-0.82,-0.01
2012-01-11,0.13,0.16,0.31,-0.81,0.23
2012-01-12,0.31,0.26,0.03,-0.22,0.07
2012-01-13,-0.52,-0.23,-0.43,0.63,0.08
2012-01-17,0.36,-0.12,-0.75,0.61,-0.33
2012-01-18,1.21,0.58,0.19,-0.67,-0.14
2012-01-19,0.51,-0.14,-0.22,-0.16,-0.23
2012-01-20,0.03,0.29,0.64,0.00,0.08
2012-01-23,0.02,-0.23,0.17,0.28,-0.39
2012-01-24,0.00,0.73,-0.31,-0.42,-0.20
2012-01-25,0.91,0.07,-0.77,0.28,-0.19
2012-01-26,-0.60,0.22,-0.45,0.25,-0.03
2012-01-27,0.01,0.81,-0.13,-0.32,-0.17
2012-01-30,-0.31,-0.47,-0.29,0.46,0.03
2012-01-31,-0.05,-0.03,0.03,-0.06,-0.18
2012-02-01,1.10,1.08,0.36,-0.50,0.28
2012-02-02,0.17,0.37,0.03,-0.48,0.00
2012-02-03,1.58,0.61,0.38,-0.70,-0.23
2012-02-06,-0.05,-0.26,-0.23,-0.01,-0.22
2012-02-07,0.16,-0.27,-0.08,0.15,0.01
2012-02-08,0.25,-0.10,0.46,-0.19,0.03
2012-02-09,0.15,-0.39,-0.31,0.23,0.04
2012-02-10,-0.75,-0.59,-0.06,0.29,0.14
2012-02-13,0.75,0.58,-0.08,-0.20,0.01
2012-02-14,-0.09,-0.38,-0.35,0.53,-0.20
2012-02-15,-0.50,-0.27,0.10,-0.11,0.05
2012-02-16,1.27,0.68,0.34,-0.30,-0.16
2012-02-17,0.16,-0.26,0.50,0.08,0.30
2012-02-21,-0.05,-0.61,0.28,0.18,-0.32
2012-02-22,-0.39,-0.38,-0.63,0.46,-0.16
2012-02-23,0.56,0.92,-0.02,-0.44,0.21
2012-02-24,0.15,-0.47,-0.64,0.23,-0.21
2012-02-27,0.14,-0.15,0.36,0.05,0.09
2012-02-28,0.28,-0.59,-0.13,0.17,-0.05
2012-02-29,-0.55,-1.05,0.15,0.19,0.32
2012-03-01,0.64,-0.17,0.05,-0.03,-0.07
2012-03-02,-0.46,-1.24,-0.06,0.16,0.32
2012-03-05,-0.40,0.47,0.29,0.17,0.36
2012-03-06,-1.62,-0.32,-0.35,0.52,-0.18
2012-03-07,0.80,0.30,0.29,-0.38,0.06
2012-03-08,1.07,0.35,-0.24,-0.18,0.04
2012-03-09,0.49,0.89,0.18,-0.24,0.00
2012-03-12,-0.07,-0.21,-0.04,0.27,0.07
2012-03-13,1.86,0.16,0.96,-0.71,-0.07
2012-03-14,-0.23,-0.63,-0.19,0.41,0.13
2012-03-15,0.67,0.30,0.52,-0.55,0.13
2012-03-16,0.06,-0.29,0.39,-0.44,-0.19
2012-03-19,0.41,0.51,-0.04,-0.14,-0.34
2012-03-20,-0.39,-0.61,0.30,0.06,0.12
2012-03-21,-0.10,0.28,-0.41,0.13,0.09
2012-03-22,-0.74,-0.13,-0.46,0.58,-0.03
2012-03-23,0.39,0.58,0.37,-0.35,-0.22
2012-03-26,1.45,0.48,-0.22,0.11,-0.17
2012-03-27,-0.30,-0.38,-0.33,0.05,-0.08
2012-03-28,-0.52,-0.01,0.49,-0.26,0.40
2012-03-29,-0.17,-0.05,-0.26,0.17,0.12
2012-03-30,0.28,-0.67,-0.04,-0.03,0.13
2012-04-02,0.78,0.36,0.06,0.16,-0.32
2012-04-03,-0.34,-0.32,-0.28,0.17,0.19
2012-04-04,-1.11,-0.60,-0.04,0.30,0.35
2012-04-05,-0.03,-0.11,-0.42,0.24,-0.18
2012-04-09,-1.21,-0.44,-0.09,0.53,0.16
2012-04-10,-1.85,-0.43,0.08,0.24,0.07
2012-04-11,0.85,0.78,0.28,-0.33,0.16
2012-04-12,1.43,0.05,0.30,-0.53,-0.17
2012-04-13,-1.25,-0.19,-0.75,0.73,0.11
2012-04-16,-0.09,0.20,0.80,-0.19,0.42
2012-04-17,1.55,0.04,-0.22,-0.13,-0.35
2012-04-18,-0.42,-0.48,-0.45,0.38,-0.10
2012-04-19,-0.57,-0.03,0.24,-0.27,0.28
2012-04-20,0.11,0.51,-0.09,0.37,0.64
2012-04-23,-0.95,-0.50,0.15,0.07,-0.03
2012-04-24,0.29,0.29,0.91,-0.62,0.70
2012-04-25,1.44,0.37,-0.98,0.27,-0.74
2012-04-26,0.75,-0.03,-0.03,-0.24,-0.21
2012-04-27,0.35,0.70,-0.27,0.14,-0.18
2012-04-30,-0.48,-0.60,0.00,-0.01,-0.14
2012-05-01,0.48,-0.77,0.39,-0.05,0.06
2012-05-02,-0.15,0.69,-0.66,0.43,0.27
2012-05-03,-0.92,-0.63,0.00,0.42,0.31
2012-05-04,-1.62,-0.24,0.18,0.15,0.16
2012-05-07,0.05,0.15,0.44,-0.37,0.29
2012-05-08,-0.41,0.33,0.32,0.11,0.24
2012-05-09,-0.63,0.13,-0.22,-0.02,-0.09
2012-05-10,0.30,0.09,0.56,-0.12,0.52
2012-05-11,-0.29,0.12,-1.05,0.02,-0.04
2012-05-14,-1.14,-0.15,-0.17,0.10,0.07
2012-05-15,-0.52,0.51,-0.18,0.35,0.02
2012-05-16,-0.45,-0.17,-0.45,0.68,0.26
2012-05-17,-1.64,-0.50,0.39,0.10,-0.05
2012-05-18,-0.80,-0.16,0.07,0.13,0.35
2012-05-21,1.71,0.54,-1.10,-0.26,-0.64
2012-05-22,0.01,-0.84,0.38,-0.13,0.01
2012-05-23,0.26,0.50,-0.24,-0.02,-0.11
2012-05-24,0.16,0.02,0.20,0.37,0.56
2012-05-25,-0.15,0.24,-0.13,0.18,0.12
2012-05-29,1.16,0.17,0.00,-0.36,-0.06
2012-05-30,-1.46,-0.29,-0.32,0.61,-0.04
2012-05-31,-0.23,0.20,0.54,-0.16,0.24
2012-06-01,-2.60,-0.57,0.05,0.20,0.05
2012-06-04,-0.05,0.12,-0.59,0.31,-0.42
2012-06-05,0.68,0.26,0.19,-0.63,-0.04
2012-06-06,2.32,0.10,0.27,-0.45,-0.11
2012-06-07,-0.09,-0.46,0.21,0.08,0.24
2012-06-08,0.85,0.23,0.05,-0.09,0.10
2012-06-11,-1.41,-0.82,-0.10,0.47,0.33
2012-06-12,1.16,0.14,0.10,-0.30,0.01
2012-06-13,-0.77,-0.42,0.26,0.24,0.09
2012-06-14,1.04,0.22,0.33,-0.09,0.38
2012-06-15,1.06,0.10,-0.03,-0.22,-0.44
2012-06-18,0.21,0.11,-0.87,0.21,-0.16
2012-06-19,1.09,0.69,0.28,-0.42,-0.33
2012-06-20,-0.14,-0.08,0.16,0.03,-0.05
2012-06-21,-2.26,-0.20,0.17,0.19,0.67
2012-06-22,0.79,0.63,0.17,-0.27,-0.09
2012-06-25,-1.63,0.09,-0.27,0.48,0.21
2012-06-26,0.52,-0.10,0.02,-0.20,0.02
2012-06-27,0.93,0.42,0.43,-0.53,-0.01
2012-06-28,-0.24,0.20,0.33,0.18,0.50
2012-06-29,2.55,0.30,-0.62,-0.29,-0.58
2012-07-02,0.33,0.71,-0.06,-0.21,0.19
2012-07-03,0.76,0.67,0.08,0.17,-0.61
2012-07-05,-0.36,0.44,-0.83,0.57,-0.27
2012-07-06,-0.99,-0.34,0.38,0.14,0.65
2012-07-09,-0.23,-0.23,-0.23,0.24,-0.02
2012-07-10,-0.84,-0.36,0.32,0.05,0.26
2012-07-11,-0.09,-0.27,0.77,-0.12,0.07
2012-07-12,-0.50,0.15,-0.68,-0.16,0.08
2012-07-13,1.62,-0.30,0.57,-0.17,0.00
2012-07-16,-0.31,-0.38,-0.22,0.03,-0.02
2012-07-17,0.67,-0.54,0.27,-0.11,0.17
2012-07-18,0.71,0.19,-0.82,0.39,-0.71
2012-07-19,0.27,-0.49,-0.93,0.35,-0.80
2012-07-20,-1.06,-0.38,0.07,-0.06,0.33
2012-07-23,-1.01,-0.67,0.19,0.08,0.37
2012-07-24,-0.99,-0.56,0.28,-0.28,0.03
2012-07-25,-0.01,0.25,-0.01,-0.47,0.05
2012-07-26,1.54,-0.81,0.34,0.08,0.25
2012-07-27,1.96,0.55,0.07,-0.20,-0.39
2012-07-30,-0.12,-0.41,0.23,0.21,0.32
2012-07-31,-0.47,0.00,0.18,0.53,0.01
2012-08-01,-0.51,-1.55,0.36,0.07,0.15
2012-08-02,-0.69,0.19,-0.35,-0.07,0.03
2012-08-03,1.99,0.62,0.49,-0.25,-0.17
2012-08-06,0.34,0.57,0.01,-0.35,-0.17
2012-08-07,0.64,0.39,0.08,0.04,-0.54
2012-08-08,0.09,-0.18,0.63,0.19,0.42
2012-08-09,0.12,0.33,0.05,-0.17,-0.39
2012-08-10,0.17,-0.36,-0.05,0.13,0.07
2012-08-13,-0.14,-0.18,0.01,-0.13,0.04
2012-08-14,-0.03,-0.44,-0.04,0.32,0.21
2012-08-15,0.27,0.72,-0.06,-0.11,-0.09
2012-08-16,0.74,0.46,-0.14,-0.06,-0.20
2012-08-17,0.27,0.61,0.11,-0.03,-0.14
2012-08-20,-0.06,-0.44,0.56,-0.18,0.14
2012-08-21,-0.31,0.18,0.43,-0.02,-0.05
2012-08-22,0.00,-0.50,-0.34,-0.26,-0.32
2012-08-23,-0.78,-0.06,-0.36,-0.16,0.10
2012-08-24,0.61,-0.29,-0.01,-0.11,0.17
2012-08-27,-0.06,0.12,-0.11,0.02,-0.17
2012-08-28,0.01,0.56,-0.12,-0.05,-0.02
2012-08-29,0.15,0.27,0.08,-0.21,0.11
2012-08-30,-0.80,-0.43,-0.03,0.03,0.24
2012-08-31,0.52,-0.10,-0.02,-0.12,-0.27
2012-09-04,0.08,0.95,-0.20,-0.23,0.07
2012-09-05,-0.05,-0.07,0.37,-0.12,0.07
2012-09-06,2.07,-0.06,0.33,-0.15,0.11
2012-09-07,0.45,0.07,0.74,-0.04,0.08
2012-09-10,-0.57,0.32,-0.07,0.19,0.34
2012-09-11,0.28,0.07,0.52,-0.07,0.20
2012-09-12,0.27,0.14,0.28,-0.43,0.00
2012-09-13,1.56,-0.32,0.53,-0.31,0.01
2012-09-14,0.54,0.55,0.45,-0.11,-0.37
2012-09-17,-0.42,-0.29,-0.71,0.18,-0.20
2012-09-18,-0.15,-0.05,-0.21,0.00,0.06
2012-09-19,0.18,-0.16,0.03,-0.13,0.27
2012-09-20,-0.13,-0.43,-0.12,0.12,0.16
2012-09-21,0.04,0.47,-0.02,-0.19,0.16
2012-09-24,-0.26,-0.13,0.36,-0.09,0.41
2012-09-25,-1.11,-0.37,-0.34,0.05,0.32
2012-09-26,-0.57,-0.05,0.02,0.16,0.12
2012-09-27,0.99,0.21,-0.14,-0.14,-0.32
2012-09-28,-0.46,-0.29,-0.22,0.03,0.01
2012-10-01,0.25,0.11,0.22,0.05,0.14
2012-10-02,0.10,-0.15,0.23,-0.17,0.05
2012-10-03,0.36,-0.67,-0.05,-0.40,0.37
2012-10-04,0.76,-0.07,0.69,-0.16,0.22
2012-10-05,-0.03,-0.16,0.22,-0.11,0.64
2012-10-08,-0.36,-0.19,0.20,0.06,0.09
2012-10-09,-1.05,-0.25,0.33,0.17,0.08
2012-10-10,-0.58,0.40,0.29,-0.40,0.27
2012-10-11,0.11,0.34,0.62,-0.20,0.12
2012-10-12,-0.35,-0.40,-0.88,0.48,-0.22
2012-10-15,0.79,-0.19,0.13,-0.19,0.28
2012-10-16,1.00,-0.27,-0.21,0.19,-0.57
2012-10-17,0.49,0.24,1.05,-0.58,0.39
2012-10-18,-0.31,-0.51,0.26,-0.15,0.43
2012-10-19,-1.68,-0.35,0.46,-0.13,0.44
2012-10-22,0.00,-0.09,0.18,0.13,-0.16
2012-10-23,-1.29,0.92,-0.50,-0.02,-0.03
2012-10-24,-0.28,-0.16,0.41,-0.42,0.20
2012-10-25,0.27,0.25,0.02,0.04,-0.09
2012-10-26,-0.07,-0.20,-0.45,0.31,-0.20
2012-10-31,0.13,0.56,0.36,0.08,0.13
2012-11-01,1.19,0.22,0.14,0.23,0.03
2012-11-02,-1.04,-0.50,0.26,0.28,0.49
2012-11-05,0.28,0.37,-0.22,-0.15,-0.21
2012-11-06,0.80,0.03,0.54,0.24,0.20
2012-11-07,-2.31,-0.21,-1.33,0.19,0.02
2012-11-08,-1.24,-0.23,0.43,-0.29,0.40
2012-11-09,0.15,0.00,-0.10,0.04,-0.08
2012-11-12,0.00,-0.16,0.01,0.09,0.00
2012-11-13,-0.39,-0.22,-0.28,-0.01,0.24
2012-11-14,-1.40,-0.37,-0.18,0.11,-0.27
2012-11-15,-0.24,-0.33,0.22,0.14,0.04
2012-11-16,0.57,0.04,0.04,-0.36,0.19
2012-11-19,1.98,0.23,-0.06,0.44,-0.17
2012-11-20,0.11,-0.06,0.17,-0.38,0.17
2012-11-21,0.31,0.34,-0.15,-0.05,0.07
2012-11-23,1.28,-0.14,0.08,0.13,-0.02
2012-11-26,-0.14,0.50,-0.19,-0.19,-0.30
2012-11-27,-0.43,0.40,-0.20,0.00,0.02
2012-11-28,0.83,0.02,-0.30,0.29,-0.16
2012-11-29,0.54,0.69,0.02,-0.19,-0.18
2012-11-30,0.02,-0.17,0.28,-0.17,0.31
2012-12-03,-0.46,0.29,0.25,-0.01,0.06
2012-12-04,-0.16,0.36,-0.03,0.03,0.05
2012-12-05,0.17,-0.60,0.88,-0.50,0.64
2012-12-06,0.31,-0.17,-0.14,0.15,-0.17
2012-12-07,0.28,-0.33,0.29,-0.05,0.40
2012-12-10,0.11,0.42,-0.05,-0.07,-0.01
2012-12-11,0.68,0.40,-0.07,-0.34,-0.24
2012-12-12,-0.02,-0.64,0.51,-0.30,0.18
2012-12-13,-0.57,0.10,0.08,0.12,0.16
2012-12-14,-0.34,0.31,0.25,-0.15,0.35
2012-12-17,1.16,0.01,0.61,-0.44,0.03
2012-12-18,1.21,0.38,0.06,0.12,-0.60
2012-12-19,-0.60,0.61,0.25,-0.01,-0.26
2012-12-20,0.53,-0.15,0.73,-0.44,0.20
2012-12-21,-0.88,0.46,-0.28,0.23,-0.15
2012-12-24,-0.24,-0.21,-0.03,-0.13,0.16
2012-12-26,-0.54,-0.13,0.33,-0.10,0.19
2012-12-27,-0.11,-0.03,-0.13,0.17,-0.04
2012-12-28,-1.00,0.48,0.02,-0.10,0.10
2012-12-31,1.71,0.36,-0.11,0.10,-0.25
2013-01-02,2.62,0.10,0.40,-0.67,-0.01
2013-01-03,-0.13,0.14,0.05,0.22,0.24
2013-01-04,0.55,0.19,0.37,-0.36,0.24
2013-01-07,-0.31,-0.12,-0.36,-0.15,-0.17
2013-01-08,-0.26,0.04,-0.01,-0.14,0.07
2013-01-09,0.35,0.24,-0.40,-0.05,-0.18
2013-01-10,0.66,-0.59,0.51,-0.18,0.07
2013-01-11,0.01,0.06,-0.44,0.20,-0.19
2013-01-14,-0.07,0.04,-0.07,-0.08,0.34
2013-01-15,0.18,0.29,0.01,-0.07,0.08
2013-01-16,-0.06,-0.25,0.24,-0.02,-0.02
2013-01-17,0.61,0.38,-0.11,0.18,0.00
2013-01-18,0.28,0.05,-0.11,0.18,0.26
2013-01-22,0.49,0.21,0.46,-0.21,0.12
2013-01-23,0.09,-0.36,-0.09,-0.15,-0.11
2013-01-24,0.09,0.36,0.04,0.02,0.49
2013-01-25,0.58,-0.14,-0.32,-0.19,-0.14
2013-01-28,-0.14,0.37,0.16,-0.01,-0.01
2013-01-29,0.36,-0.44,0.32,-0.12,0.30
2013-01-30,-0.38,-0.86,0.16,-0.10,0.00
2013-01-31,-0.07,0.70,0.16,-0.21,0.05
2013-02-01,0.99,0.08,0.24,-0.27,-0.06
2013-02-04,-1.19,-0.10,-0.17,0.02,-0.01
2013-02-05,1.07,-0.05,0.15,-0.02,-0.08
2013-02-06,0.15,0.31,0.14,-0.17,0.04
2013-02-07,-0.16,-0.07,0.03,0.17,0.00
2013-02-08,0.58,0.04,-0.18,0.11,-0.44
2013-02-11,-0.08,-0.02,0.38,-0.18,0.30
2013-02-12,0.16,0.25,0.74,-0.53,0.46
2013-02-13,0.14,0.07,0.03,-0.04,-0.02
2013-02-14,0.11,0.27,0.14,-0.32,-0.19
2013-02-15,-0.11,0.01,-0.07,-0.02,0.17
2013-02-19,0.74,0.27,0.16,-0.06,0.34
2013-02-20,-1.36,-0.59,-0.61,0.29,0.10
2013-02-21,-0.66,-0.29,-0.03,0.07,0.27
2013-02-22,0.94,0.22,-0.04,-0.16,-0.10
2013-02-25,-1.82,-0.24,-0.73,0.63,-0.39
2013-02-26,0.58,-0.17,0.05,0.03,0.21
2013-02-27,1.29,-0.32,0.15,-0.18,0.00
2013-02-28,-0.06,0.10,-0.13,0.03,-0.02
2013-03-01,0.22,0.13,-0.30,-0.10,-0.02
2013-03-04,0.47,-0.34,0.10,-0.37,0.42
2013-03-05,1.00,0.16,-0.16,0.06,0.00
2013-03-06,0.18,0.14,0.47,-0.14,0.17
2013-03-07,0.27,0.22,0.43,-0.19,-0.01
2013-03-08,0.52,0.38,-0.17,0.01,0.01
2013-03-11,0.30,-0.27,0.26,0.03,0.05
2013-03-12,-0.22,0.02,-0.17,0.25,0.07
2013-03-13,0.20,0.24,0.10,0.14,0.27
2013-03-14,0.58,0.40,0.41,-0.07,0.01
2013-03-15,-0.19,0.12,0.40,0.25,0.03
2013-03-18,-0.50,0.12,-0.29,0.33,-0.02
2013-03-19,-0.23,-0.04,0.01,0.08,0.39
2013-03-20,0.76,0.20,-0.01,-0.27,0.22
2013-03-21,-0.85,0.14,-0.27,-0.02,0.07
2013-03-22,0.62,-0.48,-0.25,0.16,-0.12
2013-03-25,-0.29,0.31,0.03,0.15,-0.03
2013-03-26,0.76,-0.40,-0.22,0.09,-0.08
2013-03-27,-0.02,0.10,-0.28,0.09,-0.11
2013-03-28,0.39,-0.31,-0.29,-0.24,0.06
2013-04-01,-0.57,-0.89,0.01,0.07,0.23
2013-04-02,0.33,-0.89,-0.28,-0.08,0.01
2013-04-03,-1.16,-0.39,-0.12,0.55,-0.13
2013-04-04,0.42,0.25,0.26,-0.08,0.29
2013-04-05,-0.41,0.08,0.33,-0.11,0.26
2013-04-08,0.70,0.11,0.26,-0.34,0.13
2013-04-09,0.31,-0.42,0.17,-0.02,-0.37
2013-04-10,1.28,0.63,-0.10,-0.10,-0.06
2013-04-11,0.35,-0.20,-0.17,0.13,0.44
2013-04-12,-0.28,-0.14,-0.45,0.00,0.05
2013-04-15,-2.48,-1.44,-0.29,0.10,-0.06
2013-04-16,1.47,0.15,0.09,-0.35,-0.07
2013-04-17,-1.46,-0.33,-0.52,0.11,0.26
2013-04-18,-0.70,0.21,-0.02,0.60,0.12
2013-04-19,0.97,0.08,0.11,-0.31,0.18
2013-04-22,0.45,-0.19,-0.12,0.26,-0.27
2013-04-23,1.11,0.54,0.61,-0.50,0.27
2013-04-24,0.06,0.48,1.16,-0.08,-0.18
2013-04-25,0.49,0.19,-0.11,-0.02,-0.09
2013-04-26,-0.20,-0.37,-0.23,0.10,0.10
2013-04-29,0.67,0.07,-0.10,0.23,-0.33
2013-04-30,0.29,0.36,-0.01,0.21,-0.32
2013-05-01,-1.08,-1.45,-0.18,-0.04,-0.11
2013-05-02,1.04,0.55,0.10,-0.52,-0.25
2013-05-03,1.12,0.59,0.19,-0.20,-0.27
2013-05-06,0.23,0.26,0.84,-0.56,0.08
2013-05-07,0.54,0.18,0.15,0.24,0.24
2013-05-08,0.44,-0.20,0.15,-0.03,-0.16
2013-05-09,-0.31,0.05,-0.25,-0.01,-0.23
2013-05-10,0.54,0.40,-0.17,-0.28,-0.02
2013-05-13,-0.02,-0.23,-0.03,-0.42,0.09
2013-05-14,1.10,0.19,0.25,-0.23,0.13
2013-05-15,0.51,-0.10,0.23,-0.04,0.33
2013-05-16,-0.51,0.16,-0.24,0.13,-0.35
2013-05-17,1.04,0.07,0.33,0.07,-0.19
2013-05-20,-0.06,0.41,0.47,0.26,-0.22
2013-05-21,0.16,-0.09,-0.07,0.23,0.20
2013-05-22,-0.92,-0.70,-0.14,0.28,0.34
2013-05-23,-0.19,0.48,-0.09,-0.03,0.06
2013-05-24,-0.06,0.17,0.09,-0.07,0.02
2013-05-28,0.77,0.67,0.22,-0.17,-0.16
2013-05-29,-0.70,-0.24,0.56,-0.27,-0.30
2013-05-30,0.50,0.38,0.47,-0.50,0.01
2013-05-31,-1.32,0.48,-0.25,0.20,-0.14
2013-06-03,0.49,0.14,0.10,0.27,-0.05
2013-06-04,-0.55,-0.26,-0.18,0.37,-0.06
2013-06-05,-1.38,0.06,-0.28,0.18,-0.18
2013-06-06,0.89,0.20,0.20,-0.52,0.34
2013-06-07,1.30,-0.44,0.05,-0.22,-0.05
2013-06-10,0.07,0.66,0.21,-0.31,-0.15
2013-06-11,-1.04,-0.01,-0.58,0.45,0.01
2013-06-12,-0.82,0.06,-0.06,0.29,0.13
2013-06-13,1.47,0.13,0.33,-0.20,0.29
2013-06-14,-0.59,-0.27,-0.56,0.18,-0.03
2013-06-17,0.73,-0.06,0.12,-0.26,-0.35
2013-06-18,0.80,0.37,-0.05,-0.03,0.03
2013-06-19,-1.28,0.19,0.15,-0.10,-0.30
2013-06-20,-2.45,0.07,0.39,0.05,-0.11
2013-06-21,0.13,0.23,-0.10,-0.13,0.13
2013-06-24,-1.19,0.02,-0.66,0.24,-0.14
2013-06-25,0.96,0.05,0.83,-0.37,0.28
2013-06-26,0.92,-0.70,-0.17,0.08,0.17
2013-06-27,0.77,0.83,0.37,-0.46,0.28
2013-06-28,-0.34,0.29,-0.12,0.15,-0.28
2013-07-01,0.71,0.69,-0.13,-0.33,0.02
2013-07-02,-0.10,0.02,0.07,0.09,-0.07
2013-07-03,0.12,0.16,-0.21,0.14,-0.06
2013-07-05,1.11,0.40,0.46,-0.35,0.17
2013-07-08,0.53,-0.14,0.05,0.18,0.07
2013-07-09,0.74,0.05,0.30,0.00,0.03
2013-07-10,0.06,0.29,-0.37,-0.08,-0.12
2013-07-11,1.33,-0.16,-0.67,-0.09,-0.19
2013-07-12,0.34,-0.04,0.21,-0.68,0.06
2013-07-15,0.20,0.54,0.34,0.01,0.10
2013-07-16,-0.41,0.03,0.09,0.14,0.26
2013-07-17,0.30,-0.03,0.19,-0.44,0.03
2013-07-18,0.55,0.12,0.95,-0.19,0.20
2013-07-19,0.09,-0.12,0.27,-0.34,0.49
2013-07-22,0.23,0.12,0.33,-0.10,0.08
2013-07-23,-0.15,0.13,0.31,-0.06,0.29
2013-07-24,-0.39,-0.29,-0.28,0.67,-0.10
2013-07-25,0.42,0.50,-0.40,-0.46,-0.27
2013-07-26,0.02,-0.63,-0.28,0.15,-0.21
2013-07-29,-0.37,-0.32,-0.31,0.33,-0.14
2013-07-30,0.11,0.16,-0.50,0.13,-0.05
2013-07-31,0.10,0.19,0.15,-0.02,-0.05
2013-08-01,1.40,0.10,0.08,-0.17,-0.16
2013-08-02,0.20,-0.24,-0.33,-0.02,-0.06
2013-08-05,-0.07,0.48,-0.17,-0.05,-0.08
2013-08-06,-0.68,-0.35,-0.10,0.33,-0.04
2013-08-07,-0.42,-0.37,-0.02,0.32,0.06
2013-08-08,0.47,0.00,0.04,0.00,0.16
2013-08-09,-0.29,0.12,-0.19,0.15,-0.18
2013-08-12,-0.02,0.57,-0.22,0.16,-0.08
2013-08-13,0.20,-0.29,-0.05,0.01,-0.10
2013-08-14,-0.50,0.13,0.27,-0.04,0.03
2013-08-15,-1.47,-0.37,0.28,-0.04,0.03
2013-08-16,-0.26,0.05,0.13,-0.16,-0.12
2013-08-19,-0.62,-0.26,-0.74,0.59,-0.33
2013-08-20,0.52,0.88,0.09,-0.32,0.07
2013-08-21,-0.59,-0.07,-0.43,-0.08,-0.31
2013-08-22,0.92,0.50,0.07,-0.30,-0.21
2013-08-23,0.37,-0.26,-0.16,0.12,-0.25
2013-08-26,-0.29,0.46,-0.48,-0.14,-0.27
2013-08-27,-1.75,-0.74,-0.34,0.66,0.03
2013-08-28,0.30,0.11,0.09,0.00,-0.08
2013-08-29,0.34,0.74,-0.44,-0.36,-0.25
2013-08-30,-0.47,-1.15,-0.19,0.02,-0.11
2013-09-03,0.46,0.05,0.15,-0.49,-0.23
2013-09-04,0.83,0.00,-0.18,-0.12,0.06
2013-09-05,0.19,0.19,0.40,-0.17,-0.06
2013-09-06,0.00,-0.01,0.03,-0.17,-0.09
2013-09-09,1.09,0.42,-0.21,-0.18,-0.15
2013-09-10,0.80,0.06,0.20,-0.12,0.05
2013-09-11,0.28,-0.24,0.03,0.20,0.14
2013-09-12,-0.32,-0.29,-0.36,0.16,-0.12
2013-09-13,0.29,0.27,-0.04,0.15,0.25
2013-09-16,0.49,-0.38,0.40,-0.01,0.37
2013-09-17,0.54,0.42,-0.12,-0.33,-0.21
2013-09-18,1.10,-0.23,-0.47,0.05,-0.18
2013-09-19,-0.13,0.09,-0.62,0.11,-0.28
2013-09-20,-0.63,0.52,0.19,-0.10,-0.16
2013-09-23,-0.45,0.41,-0.41,0.66,-0.22
2013-09-24,-0.13,0.50,0.02,-0.12,0.01
2013-09-25,-0.23,0.11,0.58,-0.41,0.03
2013-09-26,0.41,0.14,-0.73,0.18,-0.32
2013-09-27,-0.39,-0.02,-0.01,0.06,-0.11
2013-09-30,-0.49,0.53,0.01,0.12,-0.01
2013-10-01,0.90,0.38,-0.10,-0.11,-0.23
2013-10-02,-0.10,-0.34,-0.07,-0.09,-0.09
2013-10-03,-0.89,-0.16,0.18,0.03,0.23
2013-10-04,0.75,0.00,0.10,-0.28,-0.15
2013-10-07,-0.95,-0.29,0.00,0.10,0.16
2013-10-08,-1.35,-0.40,0.80,0.59,0.58
2013-10-09,-0.05,-0.35,0.62,0.46,0.34
2013-10-10,2.22,0.19,-0.04,-0.33,-0.26
